# Experiment A — audit trail
# script: defense_figures/experiment_a_autonomous_vs_driven/make_experiment_a_figures.py
# pickle: chapter6Experiments/results/ch6_exp1_full.pkl
# reservoir_class: chapter6Experiments/run_chapter6_exp1_esp.py:Reservoir (sparse Gaussian, no SR rescaling)
# reservoir_seed: 42
# n_res: 256
# beta: 0.05
# threshold: 0.5
# density: 0.10
# sigma_w_rec: 0.05
# sigma_w_in: 0.30
# rho_W_rec: 0.2647549015
# T_renorm: 50
# delta_0: 1e-08
# n_measurements: 3165
# columns: trial,subject,class,channel,lambda1
trial,subject,class,channel,lambda1
331,142,1,0,-0.0619049537
331,142,1,8,-0.0622576487
331,142,1,16,-0.0619046281
331,142,1,24,-0.0622406281
331,142,1,33,-0.0622087436
332,142,2,0,-0.0618482568
332,142,2,8,-0.0618482492
332,142,2,16,-0.0618226387
332,142,2,24,-0.0617332463
332,142,2,33,-0.0616344942
333,144,0,0,-0.0616512111
333,144,0,8,-0.0616508026
333,144,0,16,-0.0616852020
333,144,0,24,-0.0616013971
333,144,0,33,-0.0623894553
334,144,1,0,-0.0620755690
334,144,1,8,-0.0622472559
334,144,1,16,-0.0616851164
334,144,1,24,-0.0624201945
334,144,1,33,-0.0623271941
335,144,2,0,-0.0616345232
335,144,2,8,-0.0616508657
335,144,2,16,-0.0618226155
335,144,2,24,-0.0615661435
335,144,2,33,-0.0616076862
336,145,0,0,-0.0622577234
336,145,0,8,-0.0625419078
336,145,0,16,-0.0618313011
336,145,0,24,-0.0618397265
336,145,0,33,-0.0622857800
337,145,1,0,-0.0616279316
337,145,1,8,-0.0625419148
337,145,1,16,-0.0618226329
337,145,1,24,-0.0625523551
337,145,1,33,-0.0618225962
338,145,2,0,-0.0620232733
338,145,2,8,-0.0618482611
338,145,2,16,-0.0617614204
338,145,2,24,-0.0617614388
338,145,2,33,-0.0632293811
339,147,0,0,-0.0617685116
339,147,0,8,-0.0622738886
339,147,0,16,-0.0618228951
339,147,0,24,-0.0624299105
339,147,0,33,-0.0617616513
340,147,1,0,-0.0622667694
340,147,1,8,-0.0625419236
340,147,1,16,-0.0617685022
340,147,1,24,-0.0621388633
340,147,1,33,-0.0618225541
341,147,2,0,-0.0618483168
341,147,2,8,-0.0617399071
341,147,2,16,-0.0616850960
341,147,2,24,-0.0617687609
341,147,2,33,-0.0617685100
342,148,0,0,-0.0616348134
342,148,0,8,-0.0616511256
342,148,0,16,-0.0618153050
342,148,0,24,-0.0618482848
342,148,0,33,-0.0624298829
343,148,1,0,-0.0626007003
343,148,1,8,-0.0620650649
343,148,1,16,-0.0618229445
343,148,1,24,-0.0621387400
343,148,1,33,-0.0617684865
344,148,2,0,-0.0622087225
344,148,2,8,-0.0620626263
344,148,2,16,-0.0618154535
344,148,2,24,-0.0625419118
344,148,2,33,-0.0618226521
345,149,0,0,-0.0614837509
345,149,0,8,-0.0618482835
345,149,0,16,-0.0618153161
345,149,0,24,-0.0618482505
345,149,0,33,-0.0622368727
346,149,1,0,-0.0618226498
346,149,1,8,-0.0617532899
346,149,1,16,-0.0617685127
346,149,1,24,-0.0619046653
346,149,1,33,-0.0616076329
347,149,2,0,-0.0616511482
347,149,2,8,-0.0616281710
347,149,2,16,-0.0616345145
347,149,2,24,-0.0616344618
347,149,2,33,-0.0624531404
348,150,0,0,-0.0625418902
348,150,0,8,-0.0617399007
348,150,0,16,-0.0614134426
348,150,0,24,-0.0621089870
348,150,0,33,-0.0616877225
349,150,1,0,-0.0622010223
349,150,1,8,-0.0622496067
349,150,1,16,-0.0621999658
349,150,1,24,-0.0618939026
349,150,1,33,-0.0623895272
350,150,2,0,-0.0624531384
350,150,2,8,-0.0618482231
350,150,2,16,-0.0618482805
350,150,2,24,-0.0618482595
350,150,2,33,-0.0617398801
351,151,0,0,-0.0614863212
351,151,0,8,-0.0625523305
351,151,0,16,-0.0616783665
351,151,0,24,-0.0618906451
351,151,0,33,-0.0616575252
352,151,1,0,-0.0614840425
352,151,1,8,-0.0624201324
352,151,1,16,-0.0619122148
352,151,1,24,-0.0617869698
352,151,1,33,-0.0619121739
353,151,2,0,-0.0623754446
353,151,2,8,-0.0620722342
353,151,2,16,-0.0616812080
353,151,2,24,-0.0620390692
353,151,2,33,-0.0617096160
354,152,0,0,-0.0622577447
354,152,0,8,-0.0619046460
354,152,0,16,-0.0616508921
354,152,0,24,-0.0625419553
354,152,0,33,-0.0616508785
355,152,1,0,-0.0615308366
355,152,1,8,-0.0625418454
355,152,1,16,-0.0616279149
355,152,1,24,-0.0620471490
355,152,1,33,-0.0616345259
356,152,2,0,-0.0622373219
356,152,2,8,-0.0617332324
356,152,2,16,-0.0616014656
356,152,2,24,-0.0617642557
356,152,2,33,-0.0618153947
357,153,0,0,-0.0633471918
357,153,0,8,-0.0629978642
357,153,0,16,-0.0622192001
357,153,0,24,-0.0636261470
357,153,0,33,-0.0622369270
358,153,1,0,-0.0622459037
358,153,1,8,-0.0621388435
358,153,1,16,-0.0618482656
358,153,1,24,-0.0620386753
358,153,1,33,-0.0618482438
359,153,2,0,-0.0624201338
359,153,2,8,-0.0623271706
359,153,2,16,-0.0623895425
359,153,2,24,-0.0622369600
359,153,2,33,-0.0618482801
360,154,0,0,-0.0618864864
360,154,0,8,-0.0616811434
360,154,0,16,-0.0618226081
360,154,0,24,-0.0625025383
360,154,0,33,-0.0618226513
361,154,1,0,-0.0616776612
361,154,1,8,-0.0618556609
361,154,1,16,-0.0621052652
361,154,1,24,-0.0624202468
361,154,1,33,-0.0618226620
362,154,2,0,-0.0616749162
362,154,2,8,-0.0616037776
362,154,2,16,-0.0616575271
362,154,2,24,-0.0624201866
362,154,2,33,-0.0614134533
363,155,0,0,-0.0616279511
363,155,0,8,-0.0616509105
363,155,0,16,-0.0617613631
363,155,0,24,-0.0616282353
363,155,0,33,-0.0616202726
364,155,1,0,-0.0616279261
364,155,1,8,-0.0623798878
364,155,1,16,-0.0618225681
364,155,1,24,-0.0619046226
364,155,1,33,-0.0616783333
365,155,2,0,-0.0616279189
365,155,2,8,-0.0618225679
365,155,2,16,-0.0621708338
365,155,2,24,-0.0617617535
365,155,2,33,-0.0622369085
366,156,0,0,-0.0620359513
366,156,0,8,-0.0615551103
366,156,0,16,-0.0616345913
366,156,0,24,-0.0617398821
366,156,0,33,-0.0616850644
367,156,1,0,-0.0618864818
367,156,1,8,-0.0619616643
367,156,1,16,-0.0617616739
367,156,1,24,-0.0625419102
367,156,1,33,-0.0620434283
368,156,2,0,-0.0618694871
368,156,2,8,-0.0623271538
368,156,2,16,-0.0618153991
368,156,2,24,-0.0621171001
368,156,2,33,-0.0620873851
369,158,0,0,-0.0622577330
369,158,0,8,-0.0617614477
369,158,0,16,-0.0622764494
369,158,0,24,-0.0618482418
369,158,0,33,-0.0622673925
370,158,1,0,-0.0623094445
370,158,1,8,-0.0623186891
370,158,1,16,-0.0617329445
370,158,1,24,-0.0624202550
370,158,1,33,-0.0616575548
371,158,2,0,-0.0624202041
371,158,2,8,-0.0616814466
371,158,2,16,-0.0619121348
371,158,2,24,-0.0624202169
371,158,2,33,-0.0618226245
372,159,0,0,-0.0616851340
372,159,0,8,-0.0617288531
372,159,0,16,-0.0630596737
372,159,0,24,-0.0617686900
372,159,0,33,-0.0622673352
373,159,1,0,-0.0619796396
373,159,1,8,-0.0619795255
373,159,1,16,-0.0622089591
373,159,1,24,-0.0625418789
373,159,1,33,-0.0621999025
374,159,2,0,-0.0617614247
374,159,2,8,-0.0623750557
374,159,2,16,-0.0632122519
374,159,2,24,-0.0616203219
374,159,2,33,-0.0632293290
375,160,0,0,-0.0622007239
375,160,0,8,-0.0622577551
375,160,0,16,-0.0623895393
375,160,0,24,-0.0622094645
375,160,0,33,-0.0616851002
376,160,1,0,-0.0620387640
376,160,1,8,-0.0623095207
376,160,1,16,-0.0617614411
376,160,1,24,-0.0620390891
376,160,1,33,-0.0616851465
377,160,2,0,-0.0623094297
377,160,2,8,-0.0631511319
377,160,2,16,-0.0616851575
377,160,2,24,-0.0622006374
377,160,2,33,-0.0622087428
378,161,0,0,-0.0618771121
378,161,0,8,-0.0619796269
378,161,0,16,-0.0619122161
378,161,0,24,-0.0622006941
378,161,0,33,-0.0622667905
379,161,1,0,-0.0618482864
379,161,1,8,-0.0622369224
379,161,1,16,-0.0620873766
379,161,1,24,-0.0621388397
379,161,1,33,-0.0625390816
380,161,2,0,-0.0616279334
380,161,2,8,-0.0624201663
380,161,2,16,-0.0619045848
380,161,2,24,-0.0621516732
380,161,2,33,-0.0622472754
381,162,0,0,-0.0620359872
381,162,0,8,-0.0622369067
381,162,0,16,-0.0616575082
381,162,0,24,-0.0620758704
381,162,0,33,-0.0616850837
382,162,1,0,-0.0616451549
382,162,1,8,-0.0615269942
382,162,1,16,-0.0615306037
382,162,1,24,-0.0616810905
382,162,1,33,-0.0615305687
383,162,2,0,-0.0622405798
383,162,2,8,-0.0621387974
383,162,2,16,-0.0616575831
383,162,2,24,-0.0621388435
383,162,2,33,-0.0616575207
384,163,0,0,-0.0617617072
384,163,0,8,-0.0615267157
384,163,0,16,-0.0616102278
384,163,0,24,-0.0618486183
384,163,0,33,-0.0616879345
385,163,1,0,-0.0621387917
385,163,1,8,-0.0624201578
385,163,1,16,-0.0616783198
385,163,1,24,-0.0623094795
385,163,1,33,-0.0617684714
386,163,2,0,-0.0618556325
386,163,2,8,-0.0616011038
386,163,2,16,-0.0615329810
386,163,2,24,-0.0620548917
386,163,2,33,-0.0618226595
387,164,0,0,-0.0618482800
387,164,0,8,-0.0616879494
387,164,0,16,-0.0618226300
387,164,0,24,-0.0616079420
387,164,0,33,-0.0619121762
388,164,1,0,-0.0615550972
388,164,1,8,-0.0616011493
388,164,1,16,-0.0617096568
388,164,1,24,-0.0614799096
388,164,1,33,-0.0617096955
389,164,2,0,-0.0616881854
389,164,2,8,-0.0617329275
389,164,2,16,-0.0617399107
389,164,2,24,-0.0617616997
389,164,2,33,-0.0618225006
390,165,0,0,-0.0623475653
390,165,0,8,-0.0622577160
390,165,0,16,-0.0619045955
390,165,0,24,-0.0616279285
390,165,0,33,-0.0624647645
391,165,1,0,-0.0624754559
391,165,1,8,-0.0626991610
391,165,1,16,-0.0618225787
391,165,1,24,-0.0618482958
391,165,1,33,-0.0617614327
392,165,2,0,-0.0625419986
392,165,2,8,-0.0619121622
392,165,2,16,-0.0625212754
392,165,2,24,-0.0618397291
392,165,2,33,-0.0625419522
393,167,0,0,-0.0618156752
393,167,0,8,-0.0618860576
393,167,0,16,-0.0618482638
393,167,0,24,-0.0622369058
393,167,0,33,-0.0631213980
394,167,1,0,-0.0623798733
394,167,1,8,-0.0620467920
394,167,1,16,-0.0622087398
394,167,1,24,-0.0622406236
394,167,1,33,-0.0621999434
395,167,2,0,-0.0624201252
395,167,2,8,-0.0618313469
395,167,2,16,-0.0623179516
395,167,2,24,-0.0624648189
395,167,2,33,-0.0617614060
396,168,0,0,-0.0620256714
396,168,0,8,-0.0618482677
396,168,0,16,-0.0623354909
396,168,0,24,-0.0616281933
396,168,0,33,-0.0623354487
397,168,1,0,-0.0620398880
397,168,1,8,-0.0623093743
397,168,1,16,-0.0624520097
397,168,1,24,-0.0623093771
397,168,1,33,-0.0616279385
398,168,2,0,-0.0620191834
398,168,2,8,-0.0623475133
398,168,2,16,-0.0622087395
398,168,2,24,-0.0616345216
398,168,2,33,-0.0623354939
399,169,0,0,-0.0617614122
399,169,0,8,-0.0623093881
399,169,0,16,-0.0621595186
399,169,0,24,-0.0618482700
399,169,0,33,-0.0617684880
400,169,1,0,-0.0617614764
400,169,1,8,-0.0621388716
400,169,1,16,-0.0618858265
400,169,1,24,-0.0622011404
400,169,1,33,-0.0626009270
401,169,2,0,-0.0614801744
401,169,2,8,-0.0615554126
401,169,2,16,-0.0616811271
401,169,2,24,-0.0616347971
401,169,2,33,-0.0618482588
402,171,0,0,-0.0627179068
402,171,0,8,-0.0624202220
402,171,0,16,-0.0616783213
402,171,0,24,-0.0621388726
402,171,0,33,-0.0618153459
403,171,1,0,-0.0622458954
403,171,1,8,-0.0615269019
403,171,1,16,-0.0617614242
403,171,1,24,-0.0622406976
403,171,1,33,-0.0617532448
404,171,2,0,-0.0623094337
404,171,2,8,-0.0621388509
404,171,2,16,-0.0616783551
404,171,2,24,-0.0621388242
404,171,2,33,-0.0617614560
405,172,0,0,-0.0617614897
405,172,0,8,-0.0614837370
405,172,0,16,-0.0619121852
405,172,0,24,-0.0618226184
405,172,0,33,-0.0617329016
406,172,1,0,-0.0616575912
406,172,1,8,-0.0619045879
406,172,1,16,-0.0617398740
406,172,1,24,-0.0614134720
406,172,1,33,-0.0617399185
407,172,2,0,-0.0622576922
407,172,2,8,-0.0618154215
407,172,2,16,-0.0614862557
407,172,2,24,-0.0617329552
407,172,2,33,-0.0617613876
408,173,0,0,-0.0618485647
408,173,0,8,-0.0618397051
408,173,0,16,-0.0618226632
408,173,0,24,-0.0621388421
408,173,0,33,-0.0619121369
409,173,1,0,-0.0624648653
409,173,1,8,-0.0621389549
409,173,1,16,-0.0622764282
409,173,1,24,-0.0624204999
409,173,1,33,-0.0617532393
410,173,2,0,-0.0618226510
410,173,2,8,-0.0619046781
410,173,2,16,-0.0618226028
410,173,2,24,-0.0619045830
410,173,2,33,-0.0619122084
411,174,0,0,-0.0620438222
411,174,0,8,-0.0619662824
411,174,0,16,-0.0616279636
411,174,0,24,-0.0623186555
411,174,0,33,-0.0618225710
412,174,1,0,-0.0616748233
412,174,1,8,-0.0624299822
412,174,1,16,-0.0620431752
412,174,1,24,-0.0622094426
412,174,1,33,-0.0618225710
413,174,2,0,-0.0616722428
413,174,2,8,-0.0623094107
413,174,2,16,-0.0623895135
413,174,2,24,-0.0620357614
413,174,2,33,-0.0623894954
414,176,0,0,-0.0630596439
414,176,0,8,-0.0621387666
414,176,0,16,-0.0618226188
414,176,0,24,-0.0622372470
414,176,0,33,-0.0618225800
415,176,1,0,-0.0624569642
415,176,1,8,-0.0621388400
415,176,1,16,-0.0615306316
415,176,1,24,-0.0620755849
415,176,1,33,-0.0617614170
416,176,2,0,-0.0617614175
416,176,2,8,-0.0616814263
416,176,2,16,-0.0617399274
416,176,2,24,-0.0621473106
416,176,2,33,-0.0616879231
417,177,0,0,-0.0616036991
417,177,0,8,-0.0616013420
417,177,0,16,-0.0621999128
417,177,0,24,-0.0616784759
417,177,0,33,-0.0621999338
418,177,1,0,-0.0619122147
418,177,1,8,-0.0622007174
418,177,1,16,-0.0622577434
418,177,1,24,-0.0622006777
418,177,1,33,-0.0616279523
419,177,2,0,-0.0616578102
419,177,2,8,-0.0617329403
419,177,2,16,-0.0626342550
419,177,2,24,-0.0618482381
419,177,2,33,-0.0624995530
420,179,0,0,-0.0618482889
420,179,0,8,-0.0620350267
420,179,0,16,-0.0622764246
420,179,0,24,-0.0627084550
420,179,0,33,-0.0616279379
421,179,1,0,-0.0623086553
421,179,1,8,-0.0631354000
421,179,1,16,-0.0622087922
421,179,1,24,-0.0625523454
421,179,1,33,-0.0621998952
422,179,2,0,-0.0616202787
422,179,2,8,-0.0616281785
422,179,2,16,-0.0622764472
422,179,2,24,-0.0620434648
422,179,2,33,-0.0617684514
423,183,0,0,-0.0623094199
423,183,0,8,-0.0616203137
423,183,0,16,-0.0616811420
423,183,0,24,-0.0624648084
423,183,0,33,-0.0618556609
424,183,1,0,-0.0620387393
424,183,1,8,-0.0623475035
424,183,1,16,-0.0618482426
424,183,1,24,-0.0620387943
424,183,1,33,-0.0618482399
425,183,2,0,-0.0624201720
425,183,2,8,-0.0616811532
425,183,2,16,-0.0625419472
425,183,2,24,-0.0622738770
425,183,2,33,-0.0623086526
426,184,0,0,-0.0617688131
426,184,0,8,-0.0625522793
426,184,0,16,-0.0617769021
426,184,0,24,-0.0618482735
426,184,0,33,-0.0627235045
427,184,1,0,-0.0620450908
427,184,1,8,-0.0623094115
427,184,1,16,-0.0621999226
427,184,1,24,-0.0623094190
427,184,1,33,-0.0618153676
428,184,2,0,-0.0615051081
428,184,2,8,-0.0622867450
428,184,2,16,-0.0624008184
428,184,2,24,-0.0614707639
428,184,2,33,-0.0624008160
429,186,0,0,-0.0617616777
429,186,0,8,-0.0622577319
429,186,0,16,-0.0622764514
429,186,0,24,-0.0620233919
429,186,0,33,-0.0622764637
430,186,1,0,-0.0618396814
430,186,1,8,-0.0623093704
430,186,1,16,-0.0621998992
430,186,1,24,-0.0623093138
430,186,1,33,-0.0622086518
431,186,2,0,-0.0616345666
431,186,2,8,-0.0624570272
431,186,2,16,-0.0622764329
431,186,2,24,-0.0622577161
431,186,2,33,-0.0622764304
432,189,0,0,-0.0614798520
432,189,0,8,-0.0616011217
432,189,0,16,-0.0614860209
432,189,0,24,-0.0617614267
432,189,0,33,-0.0615267140
433,189,1,0,-0.0617532367
433,189,1,8,-0.0618482508
433,189,1,16,-0.0616851188
433,189,1,24,-0.0617614317
433,189,1,33,-0.0616575039
434,189,2,0,-0.0617532411
434,189,2,8,-0.0616011425
434,189,2,16,-0.0616575147
434,189,2,24,-0.0617480587
434,189,2,33,-0.0617329331
435,190,0,0,-0.0622406069
435,190,0,8,-0.0616078557
435,190,0,16,-0.0616575372
435,190,0,24,-0.0617687986
435,190,0,33,-0.0616851088
436,190,1,0,-0.0622496342
436,190,1,8,-0.0625419013
436,190,1,16,-0.0618153793
436,190,1,24,-0.0621388900
436,190,1,33,-0.0617684737
437,190,2,0,-0.0625523964
437,190,2,8,-0.0623271383
437,190,2,16,-0.0616077154
437,190,2,24,-0.0622405839
437,190,2,33,-0.0616574990
438,191,0,0,-0.0618228769
438,191,0,8,-0.0616282362
438,191,0,16,-0.0616103013
438,191,0,24,-0.0617614085
438,191,0,33,-0.0616037255
439,191,1,0,-0.0618312562
439,191,1,8,-0.0624201298
439,191,1,16,-0.0619046841
439,191,1,24,-0.0617028661
439,191,1,33,-0.0619046259
440,191,2,0,-0.0616306842
440,191,2,8,-0.0617617237
440,191,2,16,-0.0615330278
440,191,2,24,-0.0618482550
440,191,2,33,-0.0613691996
441,192,0,0,-0.0617614572
441,192,0,8,-0.0617532164
441,192,0,16,-0.0617685676
441,192,0,24,-0.0620545406
441,192,0,33,-0.0624201897
442,192,1,0,-0.0616203062
442,192,1,8,-0.0619211147
442,192,1,16,-0.0618153548
442,192,1,24,-0.0621387896
442,192,1,33,-0.0620973648
443,192,2,0,-0.0615332366
443,192,2,8,-0.0617684344
443,192,2,16,-0.0616853666
443,192,2,24,-0.0618483077
443,192,2,33,-0.0619211246
444,193,0,0,-0.0618556379
444,193,0,8,-0.0617532180
444,193,0,16,-0.0619122192
444,193,0,24,-0.0616279679
444,193,0,33,-0.0621999062
445,193,1,0,-0.0622006516
445,193,1,8,-0.0620387944
445,193,1,16,-0.0624299120
445,193,1,24,-0.0615479952
445,193,1,33,-0.0619124714
446,193,2,0,-0.0624201732
446,193,2,8,-0.0618485615
446,193,2,16,-0.0619121765
446,193,2,24,-0.0618397000
446,193,2,33,-0.0618396998
447,194,0,0,-0.0619211340
447,194,0,8,-0.0625298671
447,194,0,16,-0.0615728967
447,194,0,24,-0.0619046339
447,194,0,33,-0.0622174487
448,194,1,0,-0.0615269609
448,194,1,8,-0.0616039914
448,194,1,16,-0.0620191804
448,194,1,24,-0.0616371862
448,194,1,33,-0.0620548453
449,194,2,0,-0.0625419602
449,194,2,8,-0.0620359142
449,194,2,16,-0.0617399794
449,194,2,24,-0.0624202695
449,194,2,33,-0.0616811398
450,195,0,0,-0.0621388630
450,195,0,8,-0.0619046194
450,195,0,16,-0.0616347817
450,195,0,24,-0.0616811527
450,195,0,33,-0.0624316239
451,195,1,0,-0.0623094018
451,195,1,8,-0.0623163134
451,195,1,16,-0.0618225575
451,195,1,24,-0.0620755832
451,195,1,33,-0.0617532655
452,195,2,0,-0.0619615950
452,195,2,8,-0.0619122075
452,195,2,16,-0.0620431284
452,195,2,24,-0.0615551313
452,195,2,33,-0.0621516917
453,198,0,0,-0.0617532234
453,198,0,8,-0.0615551292
453,198,0,16,-0.0618226883
453,198,0,24,-0.0617617019
453,198,0,33,-0.0618153937
454,198,1,0,-0.0623094417
454,198,1,8,-0.0624647831
454,198,1,16,-0.0618226318
454,198,1,24,-0.0625882787
454,198,1,33,-0.0621999832
455,198,2,0,-0.0616811563
455,198,2,8,-0.0615551673
455,198,2,16,-0.0616851707
455,198,2,24,-0.0625419495
455,198,2,33,-0.0623086709
456,199,0,0,-0.0622094518
456,199,0,8,-0.0622577357
456,199,0,16,-0.0617614360
456,199,0,24,-0.0623093939
456,199,0,33,-0.0618312909
457,199,1,0,-0.0618156455
457,199,1,8,-0.0624202344
457,199,1,16,-0.0622088097
457,199,1,24,-0.0629983948
457,199,1,33,-0.0623086887
458,199,2,0,-0.0625720924
458,199,2,8,-0.0620714014
458,199,2,16,-0.0616103072
458,199,2,24,-0.0618482522
458,199,2,33,-0.0616811460
459,200,0,0,-0.0626876748
459,200,0,8,-0.0618485494
459,200,0,16,-0.0617890907
459,200,0,24,-0.0617614236
459,200,0,33,-0.0617614229
460,200,1,0,-0.0622472682
460,200,1,8,-0.0622693385
460,200,1,16,-0.0619046046
460,200,1,24,-0.0623094211
460,200,1,33,-0.0623086961
461,200,2,0,-0.0621388114
461,200,2,8,-0.0624748233
461,200,2,16,-0.0618156919
461,200,2,24,-0.0623271197
461,200,2,33,-0.0623087366
462,203,0,0,-0.0618118952
462,203,0,8,-0.0620545163
462,203,0,16,-0.0616102765
462,203,0,24,-0.0623093701
462,203,0,33,-0.0619046129
463,203,1,0,-0.0624046185
463,203,1,8,-0.0616811948
463,203,1,16,-0.0619122262
463,203,1,24,-0.0621388239
463,203,1,33,-0.0619122135
464,203,2,0,-0.0625419542
464,203,2,8,-0.0625419350
464,203,2,16,-0.0616576200
464,203,2,24,-0.0625419248
464,203,2,33,-0.0617329619
465,204,0,0,-0.0624299832
465,204,0,8,-0.0616812135
465,204,0,16,-0.0616851663
465,204,0,24,-0.0621387653
465,204,0,33,-0.0618225701
466,204,1,0,-0.0630731369
466,204,1,8,-0.0618482676
466,204,1,16,-0.0618153784
466,204,1,24,-0.0618977228
466,204,1,33,-0.0618225632
467,204,2,0,-0.0624300379
467,204,2,8,-0.0617329267
467,204,2,16,-0.0616575273
467,204,2,24,-0.0617399174
467,204,2,33,-0.0615306218
468,205,0,0,-0.0621516946
468,205,0,8,-0.0621999656
468,205,0,16,-0.0622764320
468,205,0,24,-0.0616879224
468,205,0,33,-0.0629015108
469,205,1,0,-0.0624206017
469,205,1,8,-0.0622369040
469,205,1,16,-0.0624007695
469,205,1,24,-0.0630732150
469,205,1,33,-0.0620350324
470,205,2,0,-0.0624647906
470,205,2,8,-0.0617614379
470,205,2,16,-0.0618226045
470,205,2,24,-0.0618482686
470,205,2,33,-0.0621999295
471,206,0,0,-0.0616076906
471,206,0,8,-0.0618154258
471,206,0,16,-0.0617532931
471,206,0,24,-0.0617614734
471,206,0,33,-0.0617614225
472,206,1,0,-0.0616575405
472,206,1,8,-0.0617329079
472,206,1,16,-0.0617399004
472,206,1,24,-0.0616879240
472,206,1,33,-0.0627856805
473,206,2,0,-0.0616014330
473,206,2,8,-0.0618153612
473,206,2,16,-0.0616783791
473,206,2,24,-0.0617614054
473,206,2,33,-0.0617614010
474,207,0,0,-0.0621838683
474,207,0,8,-0.0622581442
474,207,0,16,-0.0622764453
474,207,0,24,-0.0623186753
474,207,0,33,-0.0619614976
475,207,1,0,-0.0620755688
475,207,1,8,-0.0620388034
475,207,1,16,-0.0620350415
475,207,1,24,-0.0617508791
475,207,1,33,-0.0625419248
476,207,2,0,-0.0619046209
476,207,2,8,-0.0624749402
476,207,2,16,-0.0627855682
476,207,2,24,-0.0623271303
476,207,2,33,-0.0623093753
477,208,0,0,-0.0616575283
477,208,0,8,-0.0617684838
477,208,0,16,-0.0618154116
477,208,0,24,-0.0616850900
477,208,0,33,-0.0617329650
478,208,1,0,-0.0614837608
478,208,1,8,-0.0617614963
478,208,1,16,-0.0619122739
478,208,1,24,-0.0618397195
478,208,1,33,-0.0618153984
479,208,2,0,-0.0616575053
479,208,2,8,-0.0617684719
479,208,2,16,-0.0619122340
479,208,2,24,-0.0623475349
479,208,2,33,-0.0618556098
480,209,0,0,-0.0616814167
480,209,0,8,-0.0616851127
480,209,0,16,-0.0618228586
480,209,0,24,-0.0622577177
480,209,0,33,-0.0616850888
481,209,1,0,-0.0621387629
481,209,1,8,-0.0622674189
481,209,1,16,-0.0621053752
481,209,1,24,-0.0623326022
481,209,1,33,-0.0617617531
482,209,2,0,-0.0614778437
482,209,2,8,-0.0616575069
482,209,2,16,-0.0616579129
482,209,2,24,-0.0614776232
482,209,2,33,-0.0615306137
483,212,0,0,-0.0630597256
483,212,0,8,-0.0625516075
483,212,0,16,-0.0624619873
483,212,0,24,-0.0623608031
483,212,0,33,-0.0622087074
484,212,1,0,-0.0632725857
484,212,1,8,-0.0624205616
484,212,1,16,-0.0621897384
484,212,1,24,-0.0622369132
484,212,1,33,-0.0623179416
485,212,2,0,-0.0633227749
485,212,2,8,-0.0625523420
485,212,2,16,-0.0616279595
485,212,2,24,-0.0623512353
485,212,2,33,-0.0623179955
486,213,0,0,-0.0616854413
486,213,0,8,-0.0620545579
486,213,0,16,-0.0623162639
486,213,0,24,-0.0616786529
486,213,0,33,-0.0617329370
487,213,1,0,-0.0622372490
487,213,1,8,-0.0620388056
487,213,1,16,-0.0625419025
487,213,1,24,-0.0624201276
487,213,1,33,-0.0617614167
488,213,2,0,-0.0618228877
488,213,2,8,-0.0619125311
488,213,2,16,-0.0623094268
488,213,2,24,-0.0621388054
488,213,2,33,-0.0627235198
489,214,0,0,-0.0621388841
489,214,0,8,-0.0615269002
489,214,0,16,-0.0623086237
489,214,0,24,-0.0618482527
489,214,0,33,-0.0623179183
490,214,1,0,-0.0622369253
490,214,1,8,-0.0619796088
490,214,1,16,-0.0620257131
490,214,1,24,-0.0623365102
490,214,1,33,-0.0620350795
491,214,2,0,-0.0622577161
491,214,2,8,-0.0616079091
491,214,2,16,-0.0622764035
491,214,2,24,-0.0618482375
491,214,2,33,-0.0622281539
492,215,0,0,-0.0621706183
492,215,0,8,-0.0616811441
492,215,0,16,-0.0621053831
492,215,0,24,-0.0621388552
492,215,0,33,-0.0622086771
493,215,1,0,-0.0622369680
493,215,1,8,-0.0621389221
493,215,1,16,-0.0621053448
493,215,1,24,-0.0621354808
493,215,1,33,-0.0622673745
494,215,2,0,-0.0624202561
494,215,2,8,-0.0624647915
494,215,2,16,-0.0623798713
494,215,2,24,-0.0620765743
494,215,2,33,-0.0623799482
495,217,0,0,-0.0618896942
495,217,0,8,-0.0623187632
495,217,0,16,-0.0620350758
495,217,0,24,-0.0628115060
495,217,0,33,-0.0616345765
496,217,1,0,-0.0618485082
496,217,1,8,-0.0625419241
496,217,1,16,-0.0618226740
496,217,1,24,-0.0619039069
496,217,1,33,-0.0624303780
497,217,2,0,-0.0618556724
497,217,2,8,-0.0630597052
497,217,2,16,-0.0618226241
497,217,2,24,-0.0617614164
497,217,2,33,-0.0616039927
498,219,0,0,-0.0617398697
498,219,0,8,-0.0624201968
498,219,0,16,-0.0621999857
498,219,0,24,-0.0619684908
498,219,0,33,-0.0617614930
499,219,1,0,-0.0618669587
499,219,1,8,-0.0623094205
499,219,1,16,-0.0616279063
499,219,1,24,-0.0620755801
499,219,1,33,-0.0616202759
500,219,2,0,-0.0616279156
500,219,2,8,-0.0626814602
500,219,2,16,-0.0617614377
500,219,2,24,-0.0625419639
500,219,2,33,-0.0622087876
501,222,0,0,-0.0617685610
501,222,0,8,-0.0619046416
501,222,0,16,-0.0617398640
501,222,0,24,-0.0616811590
501,222,0,33,-0.0618482763
502,222,1,0,-0.0616279310
